Saved Date,Job Url,Job Title,Company Name
"6/18/24, 9:40 AM",http://www.linkedin.com/jobs/view/3800990049,"Data, AI and Analytics - Sr Principal Analyst (REMOTE US)",Gartner
"7/26/24, 9:48 AM",http://www.linkedin.com/jobs/view/3888472990,"Data Management & Technology Expert (Senior Director/Analyst, Remote North America)",Gartner
"7/11/24, 9:18 AM",http://www.linkedin.com/jobs/view/3857274205,Staff Data Architect,Dolby Laboratories
"6/28/24, 12:16 PM",http://www.linkedin.com/jobs/view/3910817057,AI Technical Lead,Tata Consultancy Services
"10/29/24, 7:40 AM",http://www.linkedin.com/jobs/view/3911347665,"Director, AWS Cloud Engineering - DJI Market Exchange",S&P Global
"6/15/24, 2:14 PM",http://www.linkedin.com/jobs/view/3787474655,Neo4J Architect,Digital Janet
"6/28/24, 5:57 AM",http://www.linkedin.com/jobs/view/3941385362,VP of Information Technology,K18 Hair
"11/14/24, 1:00 AM",http://www.linkedin.com/jobs/view/4004632441,AI Strategy & Design - Healthcare Sector - Manager - Consulting - Location OPEN,EY
"7/17/24, 7:07 PM",http://www.linkedin.com/jobs/view/3871157205,Data Center Program Leader,Honeywell
"6/16/24, 8:49 PM",http://www.linkedin.com/jobs/view/3816163039,,
"8/30/24, 11:52 AM",http://www.linkedin.com/jobs/view/3913661807,"Director Engineering II, Cloud Platform",Confluent
"7/4/24, 1:18 PM",http://www.linkedin.com/jobs/view/3915594706,Resident Solutions Architect,Databricks
"11/7/24, 2:09 AM",http://www.linkedin.com/jobs/view/3919526880,Dir Digital Engineering,Rambus
"7/15/24, 10:17 AM",http://www.linkedin.com/jobs/view/3866756625,"Associate Director, Machine Learning",Mirador Therapeutics
"7/29/24, 3:22 AM",http://www.linkedin.com/jobs/view/3802296482,,
"7/11/24, 8:24 PM",http://www.linkedin.com/jobs/view/3922212250,ML Pipeline Architect,Snorkel AI
"8/18/24, 9:43 PM",http://www.linkedin.com/jobs/view/3855793528,Data & AI Platform Lead Integration Architect,Gilead Sciences
"6/28/24, 8:08 AM",http://www.linkedin.com/jobs/view/3908703117,Director of Software,Visby Medical
"8/18/24, 9:28 PM",http://www.linkedin.com/jobs/view/3900537543,Software Development Director-Big Data,Oracle
"11/12/24, 3:02 PM",http://www.linkedin.com/jobs/view/3936921449,"Principal, Enterprise Solutions - Platinion",Boston Consulting Group (BCG)
"11/3/24, 10:15 PM",http://www.linkedin.com/jobs/view/4017349193,,
"9/20/24, 12:36 PM",http://www.linkedin.com/jobs/view/3932432252,"Lead Algorithm/Data Architect, Artificial Intelligence - USA Remote",Beckman Coulter Diagnostics
"11/11/24, 3:04 PM",http://www.linkedin.com/jobs/view/3927140664,Principal Architect,Zeta Global
"10/24/24, 10:44 AM",http://www.linkedin.com/jobs/view/3937285159,Engineering Manager - Institutional Products,Coinbase
"7/31/24, 9:18 AM",http://www.linkedin.com/jobs/view/3937226966,Principal Product Manager - AI,UKG
"7/8/24, 10:15 AM",http://www.linkedin.com/jobs/view/3900536630,"Cloud Consulting Client Partner, Life Sciences (Medical Devices and Clinical Research Organizations/CRO)",Oracle
"7/22/24, 2:17 PM",http://www.linkedin.com/jobs/view/3926818883,Data Office Digital Lead (Atlanta),UCB
"6/28/24, 6:18 AM",http://www.linkedin.com/jobs/view/3925735139,"Senior Engineering Technical Program Manager, Security & Infrastructure",Okta
"6/17/24, 3:52 PM",http://www.linkedin.com/jobs/view/3815903180,"(Senior) Manager, External Data Acquisition, Clinical Data Management",Genmab
"6/28/24, 6:04 AM",http://www.linkedin.com/jobs/view/3919781064,Principal Analytics Engineer,HackerOne
